ICD9,CCS
'3734 ',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'3735 ',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'3736 ',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'3738 ',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'3739 ',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37500',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37501',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37502',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37503',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37530',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37531',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37532',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37533',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37541',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37542',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37543',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37600',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37601',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37602',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37603',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37604',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37610',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37611',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37612',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37613',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37730',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37731',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37732',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37733',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37734',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37739',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37900',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37901',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37902',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37903',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37904',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37905',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37906',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37907',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37909',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37960',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37961',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37962',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'37963',Inflammation; infection of eye (except that caused by TB or STD) [90.]
'36020',Other eye disorders [91.]
'36021',Other eye disorders [91.]
'36023',Other eye disorders [91.]
'36024',Other eye disorders [91.]
'36029',Other eye disorders [91.]
'36030',Other eye disorders [91.]
'36031',Other eye disorders [91.]
'36032',Other eye disorders [91.]
'36033',Other eye disorders [91.]
'36034',Other eye disorders [91.]
'36040',Other eye disorders [91.]
'36041',Other eye disorders [91.]
'36042',Other eye disorders [91.]
'36043',Other eye disorders [91.]
'36044',Other eye disorders [91.]
'36050',Other eye disorders [91.]
'36051',Other eye disorders [91.]
'36052',Other eye disorders [91.]
'36053',Other eye disorders [91.]
'36054',Other eye disorders [91.]
'36055',Other eye disorders [91.]
'36059',Other eye disorders [91.]
'36060',Other eye disorders [91.]
'36061',Other eye disorders [91.]
'36062',Other eye disorders [91.]
'36063',Other eye disorders [91.]
'36064',Other eye disorders [91.]
'36065',Other eye disorders [91.]
'36069',Other eye disorders [91.]
'36081',Other eye disorders [91.]
'36089',Other eye disorders [91.]
'3609 ',Other eye disorders [91.]
'36330',Other eye disorders [91.]
'36331',Other eye disorders [91.]
'36332',Other eye disorders [91.]
'36333',Other eye disorders [91.]
'36334',Other eye disorders [91.]
'36335',Other eye disorders [91.]
'36340',Other eye disorders [91.]
'36341',Other eye disorders [91.]
'36342',Other eye disorders [91.]
'36343',Other eye disorders [91.]
'36350',Other eye disorders [91.]
'36351',Other eye disorders [91.]
'36352',Other eye disorders [91.]
'36353',Other eye disorders [91.]
'36354',Other eye disorders [91.]
'36355',Other eye disorders [91.]
'36356',Other eye disorders [91.]
'36357',Other eye disorders [91.]
'36361',Other eye disorders [91.]
'36362',Other eye disorders [91.]
'36363',Other eye disorders [91.]
'36370',Other eye disorders [91.]
'36371',Other eye disorders [91.]
'36372',Other eye disorders [91.]
'3638 ',Other eye disorders [91.]
'3639 ',Other eye disorders [91.]
'36441',Other eye disorders [91.]
'36442',Other eye disorders [91.]
'36451',Other eye disorders [91.]
'36452',Other eye disorders [91.]
'36453',Other eye disorders [91.]
'36454',Other eye disorders [91.]
'36455',Other eye disorders [91.]
'36456',Other eye disorders [91.]
'36457',Other eye disorders [91.]
'36459',Other eye disorders [91.]
'36460',Other eye disorders [91.]
'36461',Other eye disorders [91.]
'36462',Other eye disorders [91.]
'36463',Other eye disorders [91.]
'36464',Other eye disorders [91.]
'36470',Other eye disorders [91.]
'36471',Other eye disorders [91.]
'36472',Other eye disorders [91.]
'36473',Other eye disorders [91.]
'36474',Other eye disorders [91.]
'36475',Other eye disorders [91.]
'36476',Other eye disorders [91.]
'36477',Other eye disorders [91.]
'3648 ',Other eye disorders [91.]
'36481',Other eye disorders [91.]
'36482',Other eye disorders [91.]
'36489',Other eye disorders [91.]
'3649 ',Other eye disorders [91.]
'37000',Other eye disorders [91.]
'37001',Other eye disorders [91.]
'37002',Other eye disorders [91.]
'37003',Other eye disorders [91.]
'37004',Other eye disorders [91.]
'37005',Other eye disorders [91.]
'37006',Other eye disorders [91.]
'37007',Other eye disorders [91.]
'37060',Other eye disorders [91.]
'37061',Other eye disorders [91.]
'37062',Other eye disorders [91.]
'37063',Other eye disorders [91.]
'37064',Other eye disorders [91.]
'37100',Other eye disorders [91.]
'37101',Other eye disorders [91.]
'37102',Other eye disorders [91.]
'37103',Other eye disorders [91.]
'37104',Other eye disorders [91.]
'37105',Other eye disorders [91.]
'37110',Other eye disorders [91.]
'37111',Other eye disorders [91.]
'37112',Other eye disorders [91.]
'37113',Other eye disorders [91.]
'37114',Other eye disorders [91.]
'37115',Other eye disorders [91.]
'37116',Other eye disorders [91.]
'37120',Other eye disorders [91.]
'37121',Other eye disorders [91.]
'37122',Other eye disorders [91.]
'37123',Other eye disorders [91.]
'37124',Other eye disorders [91.]
'37130',Other eye disorders [91.]
'37131',Other eye disorders [91.]
'37132',Other eye disorders [91.]
'37133',Other eye disorders [91.]
'37140',Other eye disorders [91.]
'37141',Other eye disorders [91.]
'37142',Other eye disorders [91.]
'37143',Other eye disorders [91.]
'37144',Other eye disorders [91.]
'37145',Other eye disorders [91.]
'37146',Other eye disorders [91.]
'37148',Other eye disorders [91.]
'37149',Other eye disorders [91.]
'37150',Other eye disorders [91.]
'37151',Other eye disorders [91.]
'37152',Other eye disorders [91.]
'37153',Other eye disorders [91.]
'37154',Other eye disorders [91.]
'37155',Other eye disorders [91.]
'37156',Other eye disorders [91.]
'37157',Other eye disorders [91.]
'37158',Other eye disorders [91.]
'37160',Other eye disorders [91.]
'37161',Other eye disorders [91.]
'37162',Other eye disorders [91.]
'37170',Other eye disorders [91.]
'37171',Other eye disorders [91.]
'37172',Other eye disorders [91.]
'37173',Other eye disorders [91.]
'37181',Other eye disorders [91.]
'37182',Other eye disorders [91.]
'37189',Other eye disorders [91.]
'3719 ',Other eye disorders [91.]
'37234',Other eye disorders [91.]
'37240',Other eye disorders [91.]
'37241',Other eye disorders [91.]
'37242',Other eye disorders [91.]
'37243',Other eye disorders [91.]
'37244',Other eye disorders [91.]
'37245',Other eye disorders [91.]
'37250',Other eye disorders [91.]
'37251',Other eye disorders [91.]
'37252',Other eye disorders [91.]
'37253',Other eye disorders [91.]
'37254',Other eye disorders [91.]
'37255',Other eye disorders [91.]
'37256',Other eye disorders [91.]
'37261',Other eye disorders [91.]
'37262',Other eye disorders [91.]
'37263',Other eye disorders [91.]
'37264',Other eye disorders [91.]
'37271',Other eye disorders [91.]
'37272',Other eye disorders [91.]
'37273',Other eye disorders [91.]
'37274',Other eye disorders [91.]
'37275',Other eye disorders [91.]
'3728 ',Other eye disorders [91.]
'37281',Other eye disorders [91.]
'37289',Other eye disorders [91.]
'3729 ',Other eye disorders [91.]
'3732 ',Other eye disorders [91.]
'37400',Other eye disorders [91.]
'37401',Other eye disorders [91.]
'37402',Other eye disorders [91.]
'37403',Other eye disorders [91.]
'37404',Other eye disorders [91.]
'37405',Other eye disorders [91.]
'37410',Other eye disorders [91.]
'37411',Other eye disorders [91.]
'37412',Other eye disorders [91.]
'37413',Other eye disorders [91.]
'37414',Other eye disorders [91.]
'37420',Other eye disorders [91.]
'37421',Other eye disorders [91.]
'37422',Other eye disorders [91.]
'37423',Other eye disorders [91.]
'37430',Other eye disorders [91.]
'37431',Other eye disorders [91.]
'37432',Other eye disorders [91.]
'37433',Other eye disorders [91.]
'37434',Other eye disorders [91.]
'37441',Other eye disorders [91.]
'37443',Other eye disorders [91.]
'37444',Other eye disorders [91.]
'37445',Other eye disorders [91.]
'37446',Other eye disorders [91.]
'37450',Other eye disorders [91.]
'37451',Other eye disorders [91.]
'37452',Other eye disorders [91.]
'37453',Other eye disorders [91.]
'37454',Other eye disorders [91.]
'37455',Other eye disorders [91.]
'37456',Other eye disorders [91.]
'37481',Other eye disorders [91.]
'37482',Other eye disorders [91.]
'37483',Other eye disorders [91.]
'37484',Other eye disorders [91.]
'37485',Other eye disorders [91.]
'37486',Other eye disorders [91.]
'37487',Other eye disorders [91.]
'37489',Other eye disorders [91.]
'3749 ',Other eye disorders [91.]
'37511',Other eye disorders [91.]
'37512',Other eye disorders [91.]
'37513',Other eye disorders [91.]
'37514',Other eye disorders [91.]
'37515',Other eye disorders [91.]
'37516',Other eye disorders [91.]
'37520',Other eye disorders [91.]
'37521',Other eye disorders [91.]
'37522',Other eye disorders [91.]
'37551',Other eye disorders [91.]
'37552',Other eye disorders [91.]
'37553',Other eye disorders [91.]
'37554',Other eye disorders [91.]
'37555',Other eye disorders [91.]
'37556',Other eye disorders [91.]
'37557',Other eye disorders [91.]
'37561',Other eye disorders [91.]
'37569',Other eye disorders [91.]
'37581',Other eye disorders [91.]
'37589',Other eye disorders [91.]
'3759 ',Other eye disorders [91.]
'37621',Other eye disorders [91.]
'37622',Other eye disorders [91.]
'37630',Other eye disorders [91.]
'37631',Other eye disorders [91.]
'37632',Other eye disorders [91.]
'37633',Other eye disorders [91.]
'37634',Other eye disorders [91.]
'37635',Other eye disorders [91.]
'37636',Other eye disorders [91.]
'37640',Other eye disorders [91.]
'37641',Other eye disorders [91.]
'37642',Other eye disorders [91.]
'37643',Other eye disorders [91.]
'37644',Other eye disorders [91.]
'37645',Other eye disorders [91.]
'37646',Other eye disorders [91.]
'37647',Other eye disorders [91.]
'37650',Other eye disorders [91.]
'37651',Other eye disorders [91.]
'37652',Other eye disorders [91.]
'3766 ',Other eye disorders [91.]
'37681',Other eye disorders [91.]
'37682',Other eye disorders [91.]
'37689',Other eye disorders [91.]
'3769 ',Other eye disorders [91.]
'37700',Other eye disorders [91.]
'37701',Other eye disorders [91.]
'37702',Other eye disorders [91.]
'37703',Other eye disorders [91.]
'37704',Other eye disorders [91.]
'37710',Other eye disorders [91.]
'37711',Other eye disorders [91.]
'37712',Other eye disorders [91.]
'37713',Other eye disorders [91.]
'37714',Other eye disorders [91.]
'37715',Other eye disorders [91.]
'37716',Other eye disorders [91.]
'37721',Other eye disorders [91.]
'37722',Other eye disorders [91.]
'37723',Other eye disorders [91.]
'37724',Other eye disorders [91.]
'37741',Other eye disorders [91.]
'37742',Other eye disorders [91.]
'37743',Other eye disorders [91.]
'37749',Other eye disorders [91.]
'37751',Other eye disorders [91.]
'37752',Other eye disorders [91.]
'37753',Other eye disorders [91.]
'37754',Other eye disorders [91.]
'37761',Other eye disorders [91.]
'37762',Other eye disorders [91.]
'37763',Other eye disorders [91.]
'37771',Other eye disorders [91.]
'37772',Other eye disorders [91.]
'37773',Other eye disorders [91.]
'37775',Other eye disorders [91.]
'3779 ',Other eye disorders [91.]
'37800',Other eye disorders [91.]
'37801',Other eye disorders [91.]
'37802',Other eye disorders [91.]
'37803',Other eye disorders [91.]
'37804',Other eye disorders [91.]
'37805',Other eye disorders [91.]
'37806',Other eye disorders [91.]
'37807',Other eye disorders [91.]
'37808',Other eye disorders [91.]
'37810',Other eye disorders [91.]
'37811',Other eye disorders [91.]
'37812',Other eye disorders [91.]
'37813',Other eye disorders [91.]
'37814',Other eye disorders [91.]
'37815',Other eye disorders [91.]
'37816',Other eye disorders [91.]
'37817',Other eye disorders [91.]
'37818',Other eye disorders [91.]
'37820',Other eye disorders [91.]
'37821',Other eye disorders [91.]
'37822',Other eye disorders [91.]
'37823',Other eye disorders [91.]
'37824',Other eye disorders [91.]
'37830',Other eye disorders [91.]
'37831',Other eye disorders [91.]
'37832',Other eye disorders [91.]
'37833',Other eye disorders [91.]
'37834',Other eye disorders [91.]
'37835',Other eye disorders [91.]
'37840',Other eye disorders [91.]
'37841',Other eye disorders [91.]
'37842',Other eye disorders [91.]
'37843',Other eye disorders [91.]
'37844',Other eye disorders [91.]
'37845',Other eye disorders [91.]
'37850',Other eye disorders [91.]
'37851',Other eye disorders [91.]
'37852',Other eye disorders [91.]
'37853',Other eye disorders [91.]
'37854',Other eye disorders [91.]
'37855',Other eye disorders [91.]
'37856',Other eye disorders [91.]
'37860',Other eye disorders [91.]
'37861',Other eye disorders [91.]
'37862',Other eye disorders [91.]
'37863',Other eye disorders [91.]
'37871',Other eye disorders [91.]
'37872',Other eye disorders [91.]
'37873',Other eye disorders [91.]
'37881',Other eye disorders [91.]
'37882',Other eye disorders [91.]
'37883',Other eye disorders [91.]
'37884',Other eye disorders [91.]
'37885',Other eye disorders [91.]
'37886',Other eye disorders [91.]
'37887',Other eye disorders [91.]
'3789 ',Other eye disorders [91.]
'37911',Other eye disorders [91.]
'37912',Other eye disorders [91.]
'37913',Other eye disorders [91.]
'37914',Other eye disorders [91.]
'37915',Other eye disorders [91.]
'37916',Other eye disorders [91.]
'37919',Other eye disorders [91.]
'37921',Other eye disorders [91.]
'37922',Other eye disorders [91.]
'37923',Other eye disorders [91.]
'37924',Other eye disorders [91.]
'37925',Other eye disorders [91.]
'37926',Other eye disorders [91.]
'37927',Other eye disorders [91.]
'37929',Other eye disorders [91.]
'37931',Other eye disorders [91.]
'37932',Other eye disorders [91.]
'37933',Other eye disorders [91.]
'37934',Other eye disorders [91.]
'37939',Other eye disorders [91.]
'37940',Other eye disorders [91.]
'37941',Other eye disorders [91.]
'37942',Other eye disorders [91.]
'37943',Other eye disorders [91.]
'37945',Other eye disorders [91.]
'37946',Other eye disorders [91.]
'37949',Other eye disorders [91.]
'37950',Other eye disorders [91.]
'37951',Other eye disorders [91.]
'37952',Other eye disorders [91.]
'37953',Other eye disorders [91.]
'37954',Other eye disorders [91.]
'37955',Other eye disorders [91.]
'37956',Other eye disorders [91.]
'37957',Other eye disorders [91.]
'37958',Other eye disorders [91.]
'37959',Other eye disorders [91.]
'3798 ',Other eye disorders [91.]
'37990',Other eye disorders [91.]
'37991',Other eye disorders [91.]
'37992',Other eye disorders [91.]
'37993',Other eye disorders [91.]
'37999',Other eye disorders [91.]
'78193',Other eye disorders [91.]
'V411 ',Other eye disorders [91.]
'V425 ',Other eye disorders [91.]
'V430 ',Other eye disorders [91.]
'V456 ',Other eye disorders [91.]
'V4561',Other eye disorders [91.]
'V4569',Other eye disorders [91.]
'V522 ',Other eye disorders [91.]
'V531 ',Other eye disorders [91.]
'V720 ',Other eye disorders [91.]
'38200',Suppurative and unspecified otitis media
'38201',Suppurative and unspecified otitis media
'38202',Suppurative and unspecified otitis media
'3821 ',Suppurative and unspecified otitis media
'3822 ',Suppurative and unspecified otitis media
'3823 ',Suppurative and unspecified otitis media
'3824 ',Suppurative and unspecified otitis media
'3829 ',Suppurative and unspecified otitis media
'0552 ',Other otitis media and related conditions
'38100',Other otitis media and related conditions
'38101',Other otitis media and related conditions
'38102',Other otitis media and related conditions
'38103',Other otitis media and related conditions
'38104',Other otitis media and related conditions
'38105',Other otitis media and related conditions
'38106',Other otitis media and related conditions
'38110',Other otitis media and related conditions
'38119',Other otitis media and related conditions
'38120',Other otitis media and related conditions
'38129',Other otitis media and related conditions
'3813 ',Other otitis media and related conditions
'3814 ',Other otitis media and related conditions
'38150',Other otitis media and related conditions
'38151',Other otitis media and related conditions
'38152',Other otitis media and related conditions
'38160',Other otitis media and related conditions
'38161',Other otitis media and related conditions
'38162',Other otitis media and related conditions
'38163',Other otitis media and related conditions
'3817 ',Other otitis media and related conditions
'38181',Other otitis media and related conditions
'38189',Other otitis media and related conditions
'3819 ',Other otitis media and related conditions
'38300',Other otitis media and related conditions
'38301',Other otitis media and related conditions
'38302',Other otitis media and related conditions
'3831 ',Other otitis media and related conditions
'38320',Other otitis media and related conditions
'38321',Other otitis media and related conditions
'38322',Other otitis media and related conditions
'38330',Other otitis media and related conditions
'38331',Other otitis media and related conditions
'38332',Other otitis media and related conditions
'38333',Other otitis media and related conditions
'38381',Other otitis media and related conditions
'38389',Other otitis media and related conditions
'3839 ',Other otitis media and related conditions
'38420',Other otitis media and related conditions
'38421',Other otitis media and related conditions
'38422',Other otitis media and related conditions
'38423',Other otitis media and related conditions
'38424',Other otitis media and related conditions
'38425',Other otitis media and related conditions
'38481',Other otitis media and related conditions
'38482',Other otitis media and related conditions
'3849 ',Other otitis media and related conditions
'38500',Other otitis media and related conditions
'38501',Other otitis media and related conditions
'38502',Other otitis media and related conditions
'38503',Other otitis media and related conditions
'38509',Other otitis media and related conditions
'38510',Other otitis media and related conditions
'38511',Other otitis media and related conditions
'38512',Other otitis media and related conditions
'38513',Other otitis media and related conditions
'38519',Other otitis media and related conditions
'38521',Other otitis media and related conditions
'38522',Other otitis media and related conditions
'38523',Other otitis media and related conditions
'38524',Other otitis media and related conditions
'3870 ',Other otitis media and related conditions
'3871 ',Other otitis media and related conditions
'3872 ',Other otitis media and related conditions
'3878 ',Other otitis media and related conditions
'3879 ',Other otitis media and related conditions
'38600',Conditions associated with dizziness or vertigo [93.]
'38601',Conditions associated with dizziness or vertigo [93.]
'38602',Conditions associated with dizziness or vertigo [93.]
'38603',Conditions associated with dizziness or vertigo [93.]
'38604',Conditions associated with dizziness or vertigo [93.]
'38610',Conditions associated with dizziness or vertigo [93.]
'38611',Conditions associated with dizziness or vertigo [93.]
'38612',Conditions associated with dizziness or vertigo [93.]
'38619',Conditions associated with dizziness or vertigo [93.]
'3862 ',Conditions associated with dizziness or vertigo [93.]
'38630',Conditions associated with dizziness or vertigo [93.]
'38631',Conditions associated with dizziness or vertigo [93.]
'38632',Conditions associated with dizziness or vertigo [93.]
'38633',Conditions associated with dizziness or vertigo [93.]
'38634',Conditions associated with dizziness or vertigo [93.]
'38635',Conditions associated with dizziness or vertigo [93.]
'38640',Conditions associated with dizziness or vertigo [93.]
'38641',Conditions associated with dizziness or vertigo [93.]
'38642',Conditions associated with dizziness or vertigo [93.]
'38643',Conditions associated with dizziness or vertigo [93.]
'38648',Conditions associated with dizziness or vertigo [93.]
'38650',Conditions associated with dizziness or vertigo [93.]
'38651',Conditions associated with dizziness or vertigo [93.]
'38652',Conditions associated with dizziness or vertigo [93.]
'38653',Conditions associated with dizziness or vertigo [93.]
'38654',Conditions associated with dizziness or vertigo [93.]
'38655',Conditions associated with dizziness or vertigo [93.]
'38656',Conditions associated with dizziness or vertigo [93.]
'38658',Conditions associated with dizziness or vertigo [93.]
'3868 ',Conditions associated with dizziness or vertigo [93.]
'3869 ',Conditions associated with dizziness or vertigo [93.]
'7804 ',Conditions associated with dizziness or vertigo [93.]
'38000',Other ear and sense organ disorders [94.]
'38001',Other ear and sense organ disorders [94.]
'38002',Other ear and sense organ disorders [94.]
'38003',Other ear and sense organ disorders [94.]
'38010',Other ear and sense organ disorders [94.]
'38011',Other ear and sense organ disorders [94.]
'38012',Other ear and sense organ disorders [94.]
'38013',Other ear and sense organ disorders [94.]
'38014',Other ear and sense organ disorders [94.]
'38015',Other ear and sense organ disorders [94.]
'38016',Other ear and sense organ disorders [94.]
'38021',Other ear and sense organ disorders [94.]
'38022',Other ear and sense organ disorders [94.]
'38023',Other ear and sense organ disorders [94.]
'38030',Other ear and sense organ disorders [94.]
'38031',Other ear and sense organ disorders [94.]
'38032',Other ear and sense organ disorders [94.]
'38039',Other ear and sense organ disorders [94.]
'3804 ',Other ear and sense organ disorders [94.]
'38050',Other ear and sense organ disorders [94.]
'38051',Other ear and sense organ disorders [94.]
'38052',Other ear and sense organ disorders [94.]
'38053',Other ear and sense organ disorders [94.]
'38081',Other ear and sense organ disorders [94.]
'38089',Other ear and sense organ disorders [94.]
'3809 ',Other ear and sense organ disorders [94.]
'38400',Other ear and sense organ disorders [94.]
'38401',Other ear and sense organ disorders [94.]
'38409',Other ear and sense organ disorders [94.]
'3841 ',Other ear and sense organ disorders [94.]
'38530',Other ear and sense organ disorders [94.]
'38531',Other ear and sense organ disorders [94.]
'38532',Other ear and sense organ disorders [94.]
'38533',Other ear and sense organ disorders [94.]
'38535',Other ear and sense organ disorders [94.]
'38582',Other ear and sense organ disorders [94.]
'38583',Other ear and sense organ disorders [94.]
'38589',Other ear and sense organ disorders [94.]
'3859 ',Other ear and sense organ disorders [94.]
'38800',Other ear and sense organ disorders [94.]
'38801',Other ear and sense organ disorders [94.]
'38802',Other ear and sense organ disorders [94.]
'38810',Other ear and sense organ disorders [94.]
'38811',Other ear and sense organ disorders [94.]
'38812',Other ear and sense organ disorders [94.]
'3882 ',Other ear and sense organ disorders [94.]
'38830',Other ear and sense organ disorders [94.]
'38831',Other ear and sense organ disorders [94.]
'38832',Other ear and sense organ disorders [94.]
'38840',Other ear and sense organ disorders [94.]
'38841',Other ear and sense organ disorders [94.]
'38842',Other ear and sense organ disorders [94.]
'38843',Other ear and sense organ disorders [94.]
'38844',Other ear and sense organ disorders [94.]
'38845',Other ear and sense organ disorders [94.]
'3885 ',Other ear and sense organ disorders [94.]
'38860',Other ear and sense organ disorders [94.]
'38861',Other ear and sense organ disorders [94.]
'38869',Other ear and sense organ disorders [94.]
'38870',Other ear and sense organ disorders [94.]
'38871',Other ear and sense organ disorders [94.]
'38872',Other ear and sense organ disorders [94.]
'3888 ',Other ear and sense organ disorders [94.]
'3889 ',Other ear and sense organ disorders [94.]
'38900',Other ear and sense organ disorders [94.]
'38901',Other ear and sense organ disorders [94.]
'38902',Other ear and sense organ disorders [94.]
'38903',Other ear and sense organ disorders [94.]
'38904',Other ear and sense organ disorders [94.]
'38905',Other ear and sense organ disorders [94.]
'38906',Other ear and sense organ disorders [94.]
'38908',Other ear and sense organ disorders [94.]
'38910',Other ear and sense organ disorders [94.]
'38911',Other ear and sense organ disorders [94.]
'38912',Other ear and sense organ disorders [94.]
'38913',Other ear and sense organ disorders [94.]
'38914',Other ear and sense organ disorders [94.]
'38915',Other ear and sense organ disorders [94.]
'38916',Other ear and sense organ disorders [94.]
'38917',Other ear and sense organ disorders [94.]
'38918',Other ear and sense organ disorders [94.]
'3892 ',Other ear and sense organ disorders [94.]
'38920',Other ear and sense organ disorders [94.]
'38921',Other ear and sense organ disorders [94.]
'38922',Other ear and sense organ disorders [94.]
'3897 ',Other ear and sense organ disorders [94.]
'3898 ',Other ear and sense organ disorders [94.]
'3899 ',Other ear and sense organ disorders [94.]
'V412 ',Other ear and sense organ disorders [94.]
'V413 ',Other ear and sense organ disorders [94.]
'V4985',Other ear and sense organ disorders [94.]
'V532 ',Other ear and sense organ disorders [94.]
'V721 ',Other ear and sense organ disorders [94.]
'V7211',Other ear and sense organ disorders [94.]
'V7212',Other ear and sense organ disorders [94.]
'V7219',Other ear and sense organ disorders [94.]
'35781',Other nervous system disorders [95.]
'35782',Other nervous system disorders [95.]
'35789',Other nervous system disorders [95.]
'35971',Other nervous system disorders [95.]
'35979',Other nervous system disorders [95.]
'35981',Other nervous system disorders [95.]
'35989',Other nervous system disorders [95.]
'3501 ',Disorders of the peripheral nervous system
'3502 ',Disorders of the peripheral nervous system
'3508 ',Disorders of the peripheral nervous system
'3509 ',Disorders of the peripheral nervous system
'3510 ',Disorders of the peripheral nervous system
'3511 ',Disorders of the peripheral nervous system
'3518 ',Disorders of the peripheral nervous system
'3519 ',Disorders of the peripheral nervous system
'3520 ',Disorders of the peripheral nervous system
'3521 ',Disorders of the peripheral nervous system
'3522 ',Disorders of the peripheral nervous system
'3523 ',Disorders of the peripheral nervous system
'3524 ',Disorders of the peripheral nervous system
'3525 ',Disorders of the peripheral nervous system
'3526 ',Disorders of the peripheral nervous system
'3529 ',Disorders of the peripheral nervous system
'3530 ',Disorders of the peripheral nervous system
'3531 ',Disorders of the peripheral nervous system
'3532 ',Disorders of the peripheral nervous system
'3533 ',Disorders of the peripheral nervous system
'3534 ',Disorders of the peripheral nervous system
'3535 ',Disorders of the peripheral nervous system
'3536 ',Disorders of the peripheral nervous system
'3538 ',Disorders of the peripheral nervous system
'3539 ',Disorders of the peripheral nervous system
'3540 ',Disorders of the peripheral nervous system
'3541 ',Disorders of the peripheral nervous system
'3542 ',Disorders of the peripheral nervous system
'3543 ',Disorders of the peripheral nervous system
'3544 ',Disorders of the peripheral nervous system
'3545 ',Disorders of the peripheral nervous system
'3548 ',Disorders of the peripheral nervous system
'3549 ',Disorders of the peripheral nervous system
'3550 ',Disorders of the peripheral nervous system
'3551 ',Disorders of the peripheral nervous system
'3552 ',Disorders of the peripheral nervous system
'3553 ',Disorders of the peripheral nervous system
'3554 ',Disorders of the peripheral nervous system
'3555 ',Disorders of the peripheral nervous system
'3556 ',Disorders of the peripheral nervous system
'3557 ',Disorders of the peripheral nervous system
'35571',Disorders of the peripheral nervous system
'35579',Disorders of the peripheral nervous system
'3558 ',Disorders of the peripheral nervous system
'3559 ',Disorders of the peripheral nervous system
'3560 ',Disorders of the peripheral nervous system
'3561 ',Disorders of the peripheral nervous system
'3562 ',Disorders of the peripheral nervous system
'3563 ',Disorders of the peripheral nervous system
'3564 ',Disorders of the peripheral nervous system
'3568 ',Disorders of the peripheral nervous system
'3569 ',Disorders of the peripheral nervous system
'3570 ',Disorders of the peripheral nervous system
'3571 ',Disorders of the peripheral nervous system
'3572 ',Disorders of the peripheral nervous system
'3573 ',Disorders of the peripheral nervous system
'3574 ',Disorders of the peripheral nervous system
'3576 ',Disorders of the peripheral nervous system
'3577 ',Disorders of the peripheral nervous system
'3578 ',Disorders of the peripheral nervous system
'3579 ',Disorders of the peripheral nervous system
'3580 ',Disorders of the peripheral nervous system
'35800',Disorders of the peripheral nervous system
'35801',Disorders of the peripheral nervous system
'3581 ',Disorders of the peripheral nervous system
'3582 ',Disorders of the peripheral nervous system
'35830',Disorders of the peripheral nervous system
'35831',Disorders of the peripheral nervous system
'35839',Disorders of the peripheral nervous system
'3588 ',Disorders of the peripheral nervous system
'3589 ',Disorders of the peripheral nervous system
'3590 ',Disorders of the peripheral nervous system
'3591 ',Disorders of the peripheral nervous system
'3592 ',Disorders of the peripheral nervous system
'35921',Disorders of the peripheral nervous system
'35922',Disorders of the peripheral nervous system
'35923',Disorders of the peripheral nervous system
'35924',Disorders of the peripheral nervous system
'35929',Disorders of the peripheral nervous system
'3593 ',Disorders of the peripheral nervous system
'3594 ',Disorders of the peripheral nervous system
'3595 ',Disorders of the peripheral nervous system
'3596 ',Disorders of the peripheral nervous system
'3598 ',Disorders of the peripheral nervous system
'3599 ',Disorders of the peripheral nervous system
